BoxType,center,normal,top,h,w,t
Emitter,"(-135.52914270615125, 57.9555495773441, -550.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -530.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -510.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -490.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -470.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -450.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -430.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -410.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -390.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -370.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -350.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -330.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -310.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -290.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -270.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -250.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -230.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -210.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -190.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -170.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -150.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -130.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -110.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -90.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -70.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -50.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -30.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, -10.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 10.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 30.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 50.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 70.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 90.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 110.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 130.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 150.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 170.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 190.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 210.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 230.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 250.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 270.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 290.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 310.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 330.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 350.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 370.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 390.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 410.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 430.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 450.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 470.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 490.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 510.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 530.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 550.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 570.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-135.52914270615125, 57.9555495773441, 590.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -590.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -570.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -550.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -530.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -510.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -490.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -470.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -450.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -430.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -410.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -390.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -370.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -350.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -330.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -310.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -290.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -270.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -250.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -230.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -210.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -190.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -170.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -150.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -130.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -110.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -90.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -70.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -50.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -30.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, -10.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, 10.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, 30.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, 50.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, 70.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, 90.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, 110.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, 130.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
Emitter,"(-130.35276180410082, 38.63703305156273, 150.0)","(0.9659258262890683, 0.25881904510252074, 0.0)",,10,10,0
