System_geom,1200,1200,400
#Detector,center,normal,top,h,w,t
Detector,"(767.500000, 990.500000, 125.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 990.500000, 75.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 990.500000, 25.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 1009.500000, 225.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 1009.500000, 275.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 1009.500000, 325.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 1009.500000, 375.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 990.500000, 225.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 990.500000, 275.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 990.500000, 325.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 990.500000, 375.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 590.500000, 175.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 590.500000, 125.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 590.500000, 75.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 590.500000, 25.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 590.500000, 225.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 590.500000, 275.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 590.500000, 325.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 590.500000, 375.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 990.500000, 175.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 990.500000, 125.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 990.500000, 75.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 990.500000, 25.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 990.500000, 225.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 990.500000, 275.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 990.500000, 325.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 990.500000, 375.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 609.500000, 175.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 609.500000, 125.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 609.500000, 75.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 609.500000, 25.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 609.500000, 225.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 609.500000, 275.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 609.500000, 325.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 609.500000, 375.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 1009.500000, 175.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 1009.500000, 125.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 1009.500000, 75.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 1009.500000, 25.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 1009.500000, 225.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 1009.500000, 275.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 1009.500000, 325.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 1009.500000, 375.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(432.500000, 209.500000, 175.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(432.500000, 209.500000, 125.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(432.500000, 209.500000, 75.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(432.500000, 209.500000, 25.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(367.500000, 190.500000, 175.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(367.500000, 190.500000, 125.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(367.500000, 190.500000, 75.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(367.500000, 190.500000, 25.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(432.500000, 209.500000, 225.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(432.500000, 209.500000, 275.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(432.500000, 209.500000, 325.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(432.500000, 209.500000, 375.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(367.500000, 190.500000, 225.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(367.500000, 190.500000, 275.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(367.500000, 190.500000, 325.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(367.500000, 190.500000, 375.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 209.500000, 175.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 209.500000, 125.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 209.500000, 75.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 209.500000, 25.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 190.500000, 175.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 190.500000, 125.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 190.500000, 75.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 190.500000, 25.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 209.500000, 225.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 209.500000, 275.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 209.500000, 325.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(832.500000, 209.500000, 375.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 190.500000, 225.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 190.500000, 275.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 190.500000, 325.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(767.500000, 190.500000, 375.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 190.500000, 175.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 190.500000, 125.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 190.500000, 75.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 190.500000, 25.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 190.500000, 225.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 190.500000, 275.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 190.500000, 325.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(1167.500000, 190.500000, 375.000000)","(0.000000, -1.000000, -0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 209.500000, 175.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 209.500000, 125.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 209.500000, 75.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 209.500000, 25.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 209.500000, 225.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 209.500000, 275.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 209.500000, 325.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
Detector,"(32.500000, 209.500000, 375.000000)","(-0.000000, 1.000000, 0.000000)","(0.000000, 0.000000, 1.000000)",50,10,2
#Emitter,center,normal,top,h,w,t
Emitter,"(614.500000, 405.000000, 200.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 405.000000, 150.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 405.000000, 100.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 405.000000, 50.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 405.000000, 0.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 200.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 150.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 100.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 50.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 0.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 405.000000, 250.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 405.000000, 300.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 405.000000, 350.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 405.000000, 400.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 250.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 300.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 350.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 395.000000, 400.000000)","(0.923880, -0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 200.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 150.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 100.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 50.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 0.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 200.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 150.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 100.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 50.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 0.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 250.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 300.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 350.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 414.500000, 400.000000)","(-0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 250.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 300.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 350.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 414.500000, 400.000000)","(0.382683, 0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 200.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 150.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 100.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 50.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 0.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 200.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 150.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 100.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 50.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 0.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 250.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 300.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 350.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 395.000000, 400.000000)","(-0.923880, -0.382683, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 250.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 300.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 350.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(585.500000, 405.000000, 400.000000)","(-0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 200.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 150.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 100.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 50.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 0.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 200.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 150.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 100.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 50.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 0.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 250.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 300.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 350.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(605.000000, 385.500000, 400.000000)","(0.382683, -0.923880, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 250.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 300.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 350.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(595.000000, 385.500000, 400.000000)","(-0.382683, -0.923880, -0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 805.000000, 200.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 805.000000, 150.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
Emitter,"(614.500000, 805.000000, 100.000000)","(0.923880, 0.382683, 0.000000)","(0.000000, 0.000000, 1.000000)",10,10,2
